href,title,excerpt,time,category,img_src
https://unitedhebrewgeriatric.org/united-hebrew-unveils-centennial-exhibition/,United Hebrew Unveils New Centennial Art Exhibition,"Designed to salute its residents, their families and the staff who care for them, a new exhibition “United for You” shines a  light on the strong connections forged among the aged and their caretakers. Eighteen photographic works by award-winning photographer Enid Alvarez are featured.","April 10, 2019","All, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2019/05/Untitled-design-3.png
https://unitedhebrewgeriatric.org/study-finds-hour-week-socialization-alleviates-dementia-symptoms/,An Hour a Week of Socialization Alleviates Dementia Symptoms,"Conversation and socialization are critical for people with dementia. They stimulate the mind and help residents connect to each other, their caregivers, their families, and the world around them.","March 25, 2019",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2019/05/Untitled-design-1-2.png
https://unitedhebrewgeriatric.org/look-whos-cooking-united-hebrew/,Look Who’s Cooking at United Hebrew!,"The taste and smell of food can have powerful meaning for seniors. Cooking and eating trigger memories, strengthen connections with others, and provide cognitive and physical stimulation. And that’s a recipe for another enriching activity at United Hebrew!","February 27, 2019",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2019/05/Cooking-image.png
https://unitedhebrewgeriatric.org/kicking-off-centennial-year/,Kicking Off Our Centennial Year!,"We kicked off our Centennial Celebration at our “Forever Young” 100th Birthday party, with a standing room only crowd of special guests, long-time supporters, friends, and residents. ","February 7, 2019","All, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2019/05/County-Executive-George-Latimer-Rita-Mabli-James-Staudt.png
https://unitedhebrewgeriatric.org/true-colors-seniors-find-beauty-artistic-process/,True Colors: Seniors Find Beauty in the Artistic Process,"Art therapy enhances the quality of life for many seniors in our care. For one of our assisted living residents, it also offered national recognition after her painting was selected for a national calendar. ","January 31, 2019","All, Assisted Living",https://unitedhebrewgeriatric.org/wp-content/uploads/2019/05/Seniors-Find-Beauty-In-The-Artistic-Process.png
https://unitedhebrewgeriatric.org/ready-takeoff-frequent-communication-eases-transition-assisted-living/,Ready for Takeoff: How Frequent Communication Eases the Transition to Assisted Living,"When it comes to making the transition to assisted living, think like a pilot. One must be in constant communication with air traffic control to ensure a smooth takeoff and successful landing. Here’s how.","December 19, 2018","All, Assisted Living",https://unitedhebrewgeriatric.org/wp-content/uploads/2019/05/How-Frequent-Communication-Eases-The-Transition-To-Assisted-Living.png
https://unitedhebrewgeriatric.org/seniors-really-want-holidays/,What Seniors Really Want for the Holidays,"For older adults, time with close friends and family is precious. The holiday gift of your presence — rather than presents — may be the best gift you can give to your elderly loved one.","December 17, 2018",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2019/05/Gift-the-gift-of-time.png
https://unitedhebrewgeriatric.org/united-hebrew-earns-national/,United Hebrew Short-Term Rehab Earns Top Rating from US News & World Report,"Our short-term rehabilitation center, staffed by Burke Rehabilitation therapists, earned the highest possible rating, placing us among the top 15 percent of facilities nationwide. ","November 7, 2018","All, Rehabilitation",https://unitedhebrewgeriatric.org/wp-content/uploads/2018/11/Physical-Therapist-working-with-short-term-rehab-patient.png
https://unitedhebrewgeriatric.org/how-to-cope-when-youre-caught-in-the-sandwich-generation/,Feeling the Squeeze? How to Cope When You’re Caught in the Sandwich Generation,"Adult caregivers in the “Sandwich Generation” are suffering huge stress at a time in life when they hadn’t anticipated the additional burden. While the trend shows no signs of slowing, help is available.","October 17, 2018","All, Assisted Living",https://unitedhebrewgeriatric.org/wp-content/uploads/2018/10/Sandwich-Generation-assisted-living.png
https://unitedhebrewgeriatric.org/seven-ways-stay-healthy-70s-beyond/,Seven Ways to Stay Healthy in Your 70s and Beyond!,"New research related to diet, exercise, mood and more shows that lifestyle choices still matter for seniors well into the later decades of our lives. ","September 25, 2018","All, Healthy Aging",https://unitedhebrewgeriatric.org/wp-content/uploads/2018/09/Untitled-design-1.png
https://unitedhebrewgeriatric.org/study-9-10-family-caregivers-suffer-sleep-deprivation/,Study: 9 out of 10 Dementia Caregivers Suffer from Sleep Deprivation,"Caring for a loved one with dementia can stressful, isolating, and overwhelming. It’s important for caregivers to find ways to take care of themselves so that they don’t burn out, or become patients themselves.","August 7, 2018","All, Alzheimer’s and Dementia",https://unitedhebrewgeriatric.org/wp-content/uploads/2018/08/Untitled-design-8.png
https://unitedhebrewgeriatric.org/tour-a-nursing-home/,Tour a Nursing Home to Find the Best Fit for Your Loved One,"For those who need medical care on an ongoing basis, a nursing home is often the best option. Taking a tour will help you find the best long-term care facility to meet your loved ones needs.","July 13, 2018","All, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2018/07/Untitled-design-19.png
https://unitedhebrewgeriatric.org/conversation-elihu-rose-jewish-american-soldiers-wwii/,A Conversation with Elihu Rose: Jewish American Soldiers in WWII,"On Wednesday, June 20, United Hebrew presents “A Conversation with Elihu Rose,” a discussion of the unique experiences of Jewish-American soldiers in World War II. The event is free but pre-registration is required.","June 12, 2018",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2018/06/Untitled-design-21.png
https://unitedhebrewgeriatric.org/amazing-care-inspires-artists-donation-18-photographs-united-hebrew/,‘Amazing Care’ Inspires Artist’s Donation to United Hebrew,"A New York artist is donating 18 of her prized photographs to United Hebrew’s nursing home, where she hopes her work will lift the spirits of the residents, as her father-in-law’s once were.","May 23, 2018","All, Long-term Care, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2018/05/Untitled-design-15.png
https://unitedhebrewgeriatric.org/united-hebrew-honors-three-community-service-awards/,United Hebrew Honors Three with Community Service Awards,We were honored to recognize three outstanding Westchester professionals for their commitment to improving the lives of others at United Hebrew’s 7th Annual Community Service Awards.,"May 10, 2018","All, Long-term Care, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2018/05/Untitled-design-13.png
https://unitedhebrewgeriatric.org/pet-therapy-helps-seniors-thrive-at-united-hebrew/,Pet Therapy Helps Seniors Thrive at United Hebrew,"Visits from Tinsley, a three-legged pet therapy dog, are designed to bring comfort, ease anxiety, increase social opportunities, and lift the spirits of our residents. ","April 27, 2018","All, Alzheimer’s and Dementia, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2018/04/Untitled-design-3.png
https://unitedhebrewgeriatric.org/avoid-three-scary-scams-targeting-seniors/,How to Avoid Three Scary Scams Targeting Seniors,"Financial abuse scams cost seniors billions each year. Get tips on how to avoid them from former New Rochelle police detective, Michael Frenza, now Director of Security at United Hebrew. ","April 18, 2018","All, Assisted Living, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2018/04/Untitled-design.png
https://unitedhebrewgeriatric.org/daily-routine-helps-caring-dementia/,Daily Routines Help When Caring for Those with Dementia,Providing structure for daily activities and keeping to a routine can reduce the agitation we often associate with dementia.,"March 26, 2018","All, Alzheimer’s and Dementia",https://unitedhebrewgeriatric.org/wp-content/uploads/2018/03/Untitled-design-2.png
https://unitedhebrewgeriatric.org/secret-long-life-fun-says-feisty-96-year-old-united-hebrew-resident/,"The Secret to a Long Life? Fun and Friends, Says United Hebrew Resident","Meet 96-year-old Addie Gassman, who says staying busy and getting involved is the key to a long and happy life. ","March 12, 2018","All, Long-term Care, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2018/03/Feisty-United-Hebrew-nursing-home.png
https://unitedhebrewgeriatric.org/support-parents-find-love-senior-living/,How to Support Parents Who Find Love in Senior Living,"Research shows that socially connected older adults live longer. When you support your parent’s new relationship, you show that that you care and want her remain healthy and vibrant.","February 14, 2018","All, Assisted Living",https://unitedhebrewgeriatric.org/wp-content/uploads/2018/02/Untitled-design-1.png
https://unitedhebrewgeriatric.org/5-tips-seniors-weather-winter/,5 Tips for Seniors to Weather the Winter,"Winter weather poses certain safety hazards for everyone, but especially for seniors. Here are five essential tips for surviving the season.","January 18, 2018","All, Assisted Living, Healthy Aging, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2018/01/UH-winter-blog.png
https://unitedhebrewgeriatric.org/second-knee-replacement-brings-rehab-patient-back-to-burke-at-united-hebrew/,Second Knee Replacement Brings Rehab Patient Back to Burke at United Hebrew,"After her second knee surgery, Jeanne Strouse chose the best short-term rehabilitation facility she knew: United Hebrew of New Rochelle. ","January 1, 2018","All, Rehabilitation",https://unitedhebrewgeriatric.org/wp-content/uploads/2018/01/Untitled-design-7.png
https://unitedhebrewgeriatric.org/celebrating-holidays-loved-one-nursing-assisted-living/,Celebrating The Holidays With A Loved One In Nursing Or Assisted Living,There is no better way to brighten someone’s holiday than to show them they are loved and appreciated. Here’s how you can help your loved ones have a joyous holiday.,"December 18, 2017","All, Assisted Living, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/12/Assisted-living-holidays.png
https://unitedhebrewgeriatric.org/top-9-gift-ideas-seniors/,Top 9 Holiday Gift Ideas for Seniors,"With a little creativity, and an understanding of the challenges your elderly loved one faces, you’ll find a gift that does more than bring a smile – it might change a life. ","December 5, 2017","All, Alzheimer’s and Dementia, Assisted Living, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/12/Holiday-gifts-for-seniors.png
https://unitedhebrewgeriatric.org/united-hebrew-completes-major-assisted-living-renovations-project/,United Hebrew Completes Major Assisted Living Renovations Project,We continue to invest in our facilities in order to meet the wide-ranging needs of today’s seniors.,"November 30, 2017","All, Assisted Living",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/11/Assisted-Living-Westchester.jpg
https://unitedhebrewgeriatric.org/can-travel-safely-loved-one-dementia-alzheimers-disease/,Can You Travel Safely with a Loved One Who has Alzheimer’s Disease?,Good news: Traveling together with your loved one who has Alzheimer’s or dementia is possible with careful planning. ,"November 22, 2017","All, Alzheimer’s and Dementia",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/11/Traveling-with-Alzheimers.png
https://unitedhebrewgeriatric.org/united-hebrew-named-one-americas-best-extended-care-facilities/,United Hebrew Named One of America’s Best Extended Care Facilities,"United Hebrew was named as one of top 825 best extended care facilities out of over 15,000 in the nation.","November 3, 2017","All, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/11/Untitled-design-1.png
https://unitedhebrewgeriatric.org/robotic-cats-bring-comfort-alzheimers-dementia/,How Robotic Pets Bring Comfort to those with Alzheimer’s and Dementia,Robotic pets can help those with dementia feel comfort and a new sense of purpose. ,"October 16, 2017","All, Alzheimer’s and Dementia",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/10/Untitled-design-20.png
https://unitedhebrewgeriatric.org/united-hebrew-technology-director-recognized-as-leadingage-ny-employee-of-distinction/,United Hebrew Technology Director Honored by LeadingAge NY,The award recognizes the extraordinary dedication of staffs who have positively affected their organizations.,"September 25, 2017","All, Long-term Care, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/09/kelvin-1.png
https://unitedhebrewgeriatric.org/respiratory-care-helps-seniors-breathe-easier/,How Respiratory Care Helps Seniors Breathe Easier,"Treatments, exercises, and education can help seniors breathe easier and lead longer, healthier lives.","August 25, 2017","All, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/08/Terrence-Seymour.png
https://unitedhebrewgeriatric.org/how-to-stay-socially-active-as-you-get-older/,How to Stay Socially Active as You Get Older,New research shows that social isolation can have a significant negative impact on our health. Here are six tips to help your or your loved one stay socially active.,"August 16, 2017","All, Assisted Living, Healthy Aging, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/08/Untitled-design-6.png
https://unitedhebrewgeriatric.org/simple-tips-help-handle-difficult-symptoms-sundowning/,Simple Tips to Help You Cope With Sundowning,"When someone has been diagnosed with Alzheimer’s or dementia, agitation, confusion, and aggression are some of the most challenging behaviors for caregivers to handle. Here’s what you can do. ","July 31, 2017","All, Alzheimer’s and Dementia, Assisted Living",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/07/Untitled-design-3.png
https://unitedhebrewgeriatric.org/willow-towers-assisted-living-seniors-go-back-school/,"At Willow Towers Assisted Living, Seniors Go ‘Back to School’","Lifelong learning helps build social connections and ward off isolation, which helps our seniors maintain their mental fitness and overall well-being.  ","July 13, 2017","All, Assisted Living, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/07/Untitled-design-15.png
https://unitedhebrewgeriatric.org/five-caregiving-questions-may-embarrassed-ask/,Five Caregiving Questions You May be Too Embarrassed to Ask,Here’s how to handle some of the caregiving questions you may have when caring for aging parents who have Alzheimer’s or dementia.,"June 28, 2017","All, Alzheimer’s and Dementia, Caregivers",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/06/Untitled-design-24.png
https://unitedhebrewgeriatric.org/meet-feisty-independent-outspoken-personalities/,"Meet Some of Our Feisty, Independent, and Outspoken Personalities",We invite you to meet some of the wonderful individuals we have the privilege to care for and help lead life to the fullest.,"June 17, 2017","All, Assisted Living",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/04/Untitled-design-20.png
https://unitedhebrewgeriatric.org/willow-towers-assisted-living-honors-30-of-its-u-s-military-veterans-on-flag-day/,Willow Towers Assisted Living Honors 30 of Its U.S. Military Veterans on Flag Day,A tight-knit community of veterans call Willow Towers home. ,"June 15, 2017","All, Assisted Living, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/06/Untitled-design-16.png
https://unitedhebrewgeriatric.org/need-know-long-term-care-insurance/,What You Need to Know About Long-term Care Insurance,"Whether you’re looking for long-term care for your loved one, or thinking about how to cover the costs of your own care in the future, it’s good to know the facts about long-term insurance. ","May 17, 2017","All, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/05/LTC-blog-image.png
https://unitedhebrewgeriatric.org/5-ways-dancing-makes-a-difference-for-those-with-dementia/,5 Ways Dancing Makes a Difference for Those with Dementia,Dance and movement therapy are the most recent additions to the robust creative arts therapy program across United Hebrew’s campus.,"May 7, 2017","All, Alzheimer’s and Dementia, Assisted Living, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/05/Kelsey-Gangnath-.jpg
https://unitedhebrewgeriatric.org/saved-life-elvira-mezzaucellas-heartfelt-thank/,‘You Saved My Life!’  Elvira Mezzaucella’s Heartfelt Thank You,"Read the remarkable story of this rehabilitation patient, who says she wouldn’t be here if it weren’t for United Hebrew’s “heroic and well-trained staff.” ","April 3, 2017","All, Rehabilitation",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/04/Untitled-design-13.png
https://unitedhebrewgeriatric.org/secrets-long-life-awesome-centenarians/,"Secrets to a Long Life, from Our Awesome Centenarians","There may be more than one pathway to reach age 100, but three women who have passed that milestone have a few key things in common.","March 30, 2017",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2017/03/Shirley.png
https://unitedhebrewgeriatric.org/aging-dementia-alzheimers-disease-knowing-signs/,"Is it Aging, Dementia, or Alzheimer’s Disease? Know the Signs","While our brains slow with age, memory loss is not a normal part of the aging process. Know the signs of Alzheimer’s and what to do. ","March 19, 2017","All, Alzheimer’s and Dementia, Assisted Living",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/03/Untitled-design-4.png
https://unitedhebrewgeriatric.org/benefits-of-joining-an-alzheimers-caregiver-support-group/,Benefits of Joining an Alzheimer’s Caregiver Support Group,"Caring for a loved one who has Alzheimer’s or dementia can leave caregivers exhausted, overwhelmed, and isolated. But you don’t have to go it alone.","February 17, 2017","All, Assisted Living",https://unitedhebrewgeriatric.org/wp-content/uploads/2017/02/Untitled-design-1.jpg
https://unitedhebrewgeriatric.org/5-signs-aging-parents-need-care/,5 Signs That Your Aging Parents Need More Care,"Holidays, birthdays, and family milestones are a time for togetherness and celebration. They’re also an opportunity for adult children to observe Mom or Dad.","January 25, 2017",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2017/01/Untitled-design-4.png
https://unitedhebrewgeriatric.org/rita-mabli-honored-2016-woman-business-914inc-magazine/,Rita Mabli Honored as 2016 ‘Woman in Business’ by 914Inc. Magazine,"United Hebrew President & CEO, Rita Mabli, was recognized as one of Westchester County’s most successful businesswomen by 914Inc. Magazine.","January 10, 2017",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2017/01/Untitled-design-2.jpg
https://unitedhebrewgeriatric.org/getting-holiday-spirit/,United Hebrew Holidays: Celebrating the Spirit of the Season,"Twinkling lights, joyful voices raised in song, and the aroma of traditional treats are some of the signs that the holidays have arrived at United Hebrew of New Rochelle.","December 23, 2016",All,https://unitedhebrewgeriatric.org/wp-content/uploads/2016/12/4-4.png
https://unitedhebrewgeriatric.org/8-great-tech-gifts-seniors-list/,8 Great Holiday Gifts for the Seniors on Your List,"From health sensors and e-readers to GPS shoes, an array of gadgets, apps, and devices can add convenience, safety and fun to your loved one’s life. ","December 8, 2016","All, Alzheimer’s and Dementia, Assisted Living, Caregivers, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2016/12/Tech-gifts-for-seniors.jpg
https://unitedhebrewgeriatric.org/united-hebrew-named-list-best-nursing-homes-nation/,United Hebrew Named to List of ‘Best Nursing Homes’ in Nation,"For the sixth straight year, United Hebrew of New Rochelle has been named to the U.S. News & World Report list of ‘Best Nursing Homes.’","November 22, 2016","All, Caregivers, Long-term Care, Rehabilitation",https://unitedhebrewgeriatric.org/wp-content/uploads/2016/11/Best-Nursing-Home.jpg
https://unitedhebrewgeriatric.org/choose-short-term-rehab-facility-hospital-stay/,How to Choose a Short Term Rehabilitation Facility After a Hospital Stay,"Whether your hospital stay was unexpected, or occurred after a long-planned surgery, choosing a rehab facility can seem overwhelming. ","November 17, 2016","All, Rehabilitation",https://unitedhebrewgeriatric.org/wp-content/uploads/2016/11/UH-Rehab.jpg
https://unitedhebrewgeriatric.org/6-tips-managing-sandwich-generation-stress/,6 Tips for Managing Sandwich Generation Stress,For those in the sandwich generation—adults caring for children and their aging parents—the daily juggling act can be stressful. Here are some tips to help manage.,"October 20, 2016","All, Alzheimer’s and Dementia, Assisted Living, Caregivers, Long-term Care",https://unitedhebrewgeriatric.org/wp-content/uploads/2016/10/Untitled-design.jpg
https://unitedhebrewgeriatric.org/exercise-day-keep-alzheimers-bay/,Exercise Each Day to Prevent Alzheimer’s and Dementia,"New research shows that exercise can help your brain grow, enhance cognitive function, and prevent Alzheimer’s and dementia. And we’re not even talking about long hours of grueling workouts!","August 31, 2016","All, Alzheimer’s and Dementia, Assisted Living, Healthy Aging",https://unitedhebrewgeriatric.org/wp-content/uploads/2016/03/Walking-Club.jpg
https://unitedhebrewgeriatric.org/seniors-students-benefit-exchange-culture-caring/,Seniors and Students Benefit from Exchange of Culture and Caring,"United Hebrew works with volunteers of all ages from all over Westchester County; recently, our skilled nursing facility received help from a group of volunteers from halfway around the world.","June 27, 2016","All, Long-term Care, Our Stories",https://unitedhebrewgeriatric.org/wp-content/uploads/2016/06/Volunteer-stock.jpg
https://unitedhebrewgeriatric.org/united-hebrew-awarded-five-star-rating-for-fifth-consecutive-year/,United Hebrew Awarded Five-Star Rating for Fifth Consecutive Year,"Our skilled nursing home and rehabilitation center has received five out of five stars for overall quality by the U.S. Centers for Medicare and Medicaid Services, and received additional national recognition for superior care.","April 28, 2016","All, Healthy Aging",https://unitedhebrewgeriatric.org/wp-content/uploads/2016/02/UH5-star.jpg
https://unitedhebrewgeriatric.org/willow-gardens-westchesters-newest-memory-care-residence/,Willow Gardens: Westchester’s Newest Memory Care Residence,Willow Gardens Memory Care is Westchester’s only nonprofit assisted living residence devoted exclusively to caring for those with Alzheimer’s and related dementias. We invite you to take a tour of our newest facility.,"April 10, 2016","All, Alzheimer’s and Dementia, Assisted Living",https://unitedhebrewgeriatric.org/wp-content/uploads/2016/04/WillowGardensBlog.jpg
